year,marca,modelo,pasajeros,descripcion,precio,preciodolar,Combustible:,Cilindrada:,Transmisión:,Estilo:,Color Exterior:,Color Interior:,Placa:,Provincia:
2013,Kia,SPORTAGE,5,"['SPORTAGE', '•', '5', 'Pas.']", 9000000, 16822,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,ND,Heredia
2011,Toyota,RAV4,5,"['RAV4', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2400 cc,Manual,Todo Terreno 4x4,AZUL,BEIGE,Termina en 5,San José
2012,Hino,300,3,"['300', '•', '3', 'Pas.']", 9000000, 16822,Diesel,4009 cc,Manual,Camión 1.0-3.5 ton.,BLANCO,NEGRO,Termina en 9,Cartago
2017,Mitsubishi,ASX,5,"['ASX', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2000 cc,Manual,Todo Terreno 4x2,GRIS,NEGRO,Termina en 8,Alajuela
2013,Honda,ODYSSEY,8,"['ODYSSEY', '•', '8', 'Pas.']", 9000000, 16822,Gasolina,3500 cc,Automática,Microbús/Minivan,GRIS,GRIS,Termina en 1,San José
2007,Toyota,RAV4,5,"['RAV4', '•', '5', 'Pas.']", 9000000, 16822,Diesel,2200 cc,Manual,Todo Terreno 4x4,AZUL,NEGRO,Termina en 0,Cartago
2000,GMC,SIERRA,5,"['SIERRA', '•', '5', 'Pas.']", 9000000, 16822,Híbrido,5300 cc,Automática,Pickup 4x4,AZUL,GRIS,Termina en 4,Alajuela
2003,Mitsubishi,L200,5,"['L200', '•', '5', 'Pas.']", 9000000, 16822,Diesel,2500 cc,Manual,Pickup 4x4,BLANCO,GRIS,Termina en 4,San José
1997,Toyota,LAND CRUISER,8,"['LAND', 'CRUISER', '•', '8', 'Pas.']", 9000000, 16822,Diesel,4000 cc,Manual,Todo Terreno 4x4,CREMA,NEGRO,Termina en 2,San José
2015,Alfa Romeo,"MITO QUADRIFOGLIO • 5 Pas. Combustible: Gasolina Cilindrada: 1400 cc Transmisión: Manual Estilo: Hatchback Auto mantenido al cien por entusiasta de Alfa. Documentación total. Spec único en el país. Full Ext. Color Exterior: ROJO ALFA Color Interior: NEGRO Placa: Termina en 0 Provincia: San José ¢ 9,000,000 ($",Ver,"['Romeo', 'MITO', 'QUADRIFOGLIO', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1400', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Hatchback', 'Auto', 'mantenido', 'al', 'cien', 'por', 'entusiasta', 'de', 'Alfa.', 'Documentación', 'total.', 'Spec', 'único', 'en', 'el', 'país.', 'Full', 'Ext.', 'Color', 'Exterior:', 'ROJO', 'ALFA', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '0', 'Provincia:', 'San', 'José', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,1400 cc,Manual,Hatchback,ROJO ALFA,NEGRO,Termina en 0,San José
2018,Toyota,"YARIS • 5 Pas. Combustible: Gasolina Cilindrada: 1500 cc Transmisión: Automática Estilo: Hatchback NO RENTA CAR SOLO UN DUEÑO SE VENDE POR NO USARSE MANT. AGENCIA EL DE MENOS KILOMETROS Color Exterior: GRIS Color Interior: NEGRO Placa: Termina en 8 Provincia: San José ¢ 9,000,000 ($",Ver,"['YARIS', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1500', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Hatchback', 'NO', 'RENTA', 'CAR', 'SOLO', 'UN', 'DUEÑO', 'SE', 'VENDE', 'POR', 'NO', 'USARSE', 'MANT.', 'AGENCIA', 'EL', 'DE', 'MENOS', 'KILOMETROS', 'Color', 'Exterior:', 'GRIS', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '8', 'Provincia:', 'San', 'José', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,1500 cc,Automática,Hatchback,GRIS,NEGRO,Termina en 8,San José
2014,Kia,"CARNIVAL • 8 Pas. Combustible: Diesel Cilindrada: 3000 cc Transmisión: Automática Estilo: Microbús/Minivan Dekra en blanco comprado en agencia Color Exterior: GRIS Color Interior: GRIS Placa: Termina en Provincia: Alajuela ¢ 9,000,000 ($",Ver,"['CARNIVAL', '•', '8', 'Pas.', 'Combustible:', 'Diesel', 'Cilindrada:', '3000', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Microbús/Minivan', 'Dekra', 'en', 'blanco', 'comprado', 'en', 'agencia', 'Color', 'Exterior:', 'GRIS', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', 'Provincia:', 'Alajuela', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Diesel,3000 cc,Automática,Microbús/Minivan,GRIS,GRIS,Termina en,Alajuela
2012,Kia,SORENTO,7,"['SORENTO', '•', '7', 'Pas.']", 9000000, 16822,Gasolina,2400 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,ND,San José
2018,Hyundai,I20 ACTIVE,5,"['I20', 'ACTIVE', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1400 cc,Automática,Hatchback,GRIS,GRIS NEGRO,Termina en 8,Alajuela
1996,Toyota,4RUNNER,5,"['4RUNNER', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,3400 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 8,Heredia
2016,Daihatsu,TERIOS,5,"['TERIOS', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Manual,Todo Terreno 4x4,CHAMPAGNE,NEGRO,Termina en 1,Heredia
2001,Isuzu,NPR,3,"['NPR', '•', '3', 'Pas.']", 9000000, 16822,Diesel,4800 cc,Automática,Camión 5.0-7.5 ton.,BLANCO,BEIGE,Termina en 7,Alajuela
2017,Toyota,AVANZA G,7,"['AVANZA', 'G', '•', '7', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Automática,Station Wagon,NEGRO,GRIS,Termina en 3,Heredia
2015,Volvo,S60 T4,5,"['S60', 'T4', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2000 cc,Automática,Sedán,VINO,NEGRO,Termina en 5,San José
1998,Toyota,HILUX,3,"['HILUX', '•', '3', 'Pas.']", 9000000, 16822,Diesel,2800 cc,Manual,Pickup 4x4,VINO,GRIS,Termina en 3,San José
2009,Mitsubishi,MONTERO SPORT,5,"['MONTERO', 'SPORT', '•', '5', 'Pas.']", 9000000, 16822,Diesel,2800 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 8,Heredia
2011,Mazda,BT50,5,"['BT50', '•', '5', 'Pas.']", 9000000, 16822,Diesel,2500 cc,Manual,Pickup 4x4,GRIS,GRIS-NEGRO,Termina en 1,San José
2011,Audi,Q7,7,"['Q7', '•', '7', 'Pas.']", 9000000, 16822,Gasolina,3000 cc,Automática,Todo Terreno 4x4,DORADO,BEIGE,Termina en 9,Heredia
2022,Geely,GX3,5,"['GX3', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Automática,Sedán,GRIS,NEGRO,Termina en 1,Heredia
2016,Mini,"COOPER • 4 Pas. Combustible: Gasolina Cilindrada: 1550 cc Transmisión: Automática Estilo: Hatchback Mantenimiento de Agencia Color Exterior: AMARILLO Color Interior: NEGRO Placa: Termina en 4 Provincia: Heredia ¢ 9,000,000 ($",Ver,"['COOPER', '•', '4', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1550', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Hatchback', 'Mantenimiento', 'de', 'Agencia', 'Color', 'Exterior:', 'AMARILLO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '4', 'Provincia:', 'Heredia', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,1550 cc,Automática,Hatchback,AMARILLO,NEGRO,Termina en 4,Heredia
2010,Toyota,"RAV4 • 7 Pas. Combustible: Gasolina Cilindrada: 2500 cc Transmisión: Automática Estilo: Todo Terreno 4x2 EL VEHICULO ESTÁ EN EXCELENTE ESTADO, VERSION USA, CERTIFICADO DE MANTENIMIENTO, SIETE PASAJEROS Color Exterior: SILVER Color Interior: GRIS Placa: Termina en 4 Provincia: San José ¢ 9,000,000 ($",Ver,"['RAV4', '•', '7', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '2500', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Todo', 'Terreno', '4x2', 'EL', 'VEHICULO', 'ESTÁ', 'EN', 'EXCELENTE', 'ESTADO,', 'VERSION', 'USA,', 'CERTIFICADO', 'DE', 'MANTENIMIENTO,', 'SIETE', 'PASAJEROS', 'Color', 'Exterior:', 'SILVER', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '4', 'Provincia:', 'San', 'José', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,2500 cc,Automática,Todo Terreno 4x2,SILVER,GRIS,Termina en 4,San José
2017,Toyota,YARIS G,5,"['YARIS', 'G', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Automática,Sedán,BLANCO,NEGRO,Termina en 5,San José
2004,Jeep,WRANGLER,5,"['WRANGLER', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2400 cc,Manual,Todo Terreno 4x4,VERDE MILITAR,NEGRO,Termina en 0,San José
2014,BMW,I3,5,"['I3', '•', '5', 'Pas.']", 9000000, 16822,Eléctrico,0 cc,Automática,Sedán,CAFE,BEIGE,ND,San José
2018,Toyota,YARIS S,5,"['YARIS', 'S', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Automática,Hatchback,BLANCO,NEGRO,Termina en 6,Alajuela
2018,Toyota,COROLLA,5,"['COROLLA', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1800 cc,Automática,Sedán,BLANCO,GRIS,Termina en 8,San José
2007,BMW,X5 XDRIVE,5,"['X5', 'XDRIVE', '•', '5', 'Pas.']", 9000000, 16822,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS VERDUZCO,CUERO NEGRO,Termina en 9,San José
2015,Hyundai,TUCSON GLS,5,"['TUCSON', 'GLS', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2000 cc,Automática,Todo Terreno 4x2,NEGRO,NEGRO,Termina en 5,San José
2016,Daihatsu,TERIOS BEGO,5,"['TERIOS', 'BEGO', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Automática,Todo Terreno 4x4,PLATA,GRIS,Termina en 6,Alajuela
2013,Mini,COOPER,4,"['COOPER', '•', '4', 'Pas.']", 9000000, 16822,Gasolina,1600 cc,Automática,Hatchback,BLANCO,NEGRO,Termina en 4,Alajuela
2014,Suzuki,GRAND VITARA,5,"['GRAND', 'VITARA', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2400 cc,Automática,Todo Terreno 4x4,GRIS GRAFITO,NEGRO,Termina en 6,Heredia
2019,Toyota,YARIS E,5,"['YARIS', 'E', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Manual,Sedán,GRIS,NEGRO,Termina en 5,Alajuela
2013,Honda,CRV LX,5,"['CRV', 'LX', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2400 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 3,Alajuela
2020,Chery,TIGGO 2,5,"['TIGGO', '2', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Manual,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 3,Guanacaste
2013,Hyundai,"TUCSON • 5 Pas. Combustible: Diesel Cilindrada: 2000 cc Transmisión: Automática Estilo: Todo Terreno 4x2 Excelente estado ñ Color Exterior: BLANCO Color Interior: NEGRO Placa: Termina en 2 Provincia: Alajuela ¢ 9,000,000 ($",Ver,"['TUCSON', '•', '5', 'Pas.', 'Combustible:', 'Diesel', 'Cilindrada:', '2000', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Todo', 'Terreno', '4x2', 'Excelente', 'estado', 'ñ', 'Color', 'Exterior:', 'BLANCO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '2', 'Provincia:', 'Alajuela', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 2,Alajuela
2012,Mercedes Benz,"C180 CGI • 5 Pas. Combustible: Gasolina Cilindrada: 1500 cc Transmisión: Automática Estilo: Sedán Color Exterior: NEGRO Color Interior: NEGRO Placa: ND Provincia: San José ¢ 9,000,000 ($",Ver,"['Benz', 'C180', 'CGI', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1500', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Sedán', 'Color', 'Exterior:', 'NEGRO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'ND', 'Provincia:', 'San', 'José', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,1500 cc,Automática,Sedán,NEGRO,NEGRO,ND,San José
2017,Isuzu,"DMAX • 3 Pas. Combustible: Diesel Cilindrada: 2500 cc Transmisión: Manual Estilo: Pickup 4x2 Favor contactar para agendar una cita. Color Exterior: BLANCO Color Interior: GRIS Placa: Termina en 5 Provincia: Guanacaste ¢ 9,000,000 ($",Ver,"['DMAX', '•', '3', 'Pas.', 'Combustible:', 'Diesel', 'Cilindrada:', '2500', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Pickup', '4x2', 'Favor', 'contactar', 'para', 'agendar', 'una', 'cita.', 'Color', 'Exterior:', 'BLANCO', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '5', 'Provincia:', 'Guanacaste', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Diesel,2500 cc,Manual,Pickup 4x2,BLANCO,GRIS,Termina en 5,Guanacaste
2014,Nissan,"XTRAIL • 5 Pas. Combustible: Gasolina Cilindrada: 2500 cc Transmisión: Manual Estilo: Todo Terreno 4x4 UN SOLO DUEÑO, COMPRADO EN AGENCIA. Excelentes condiciones con varias extras, pegadero para carreta, Color Exterior: AZUL Color Interior: NEGRO Placa: Termina en 9 Provincia: Alajuela ¢ 9,000,000 ($",Ver,"['XTRAIL', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '2500', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Todo', 'Terreno', '4x4', 'UN', 'SOLO', 'DUEÑO,', 'COMPRADO', 'EN', 'AGENCIA.', 'Excelentes', 'condiciones', 'con', 'varias', 'extras,', 'pegadero', 'para', 'carreta,', 'Color', 'Exterior:', 'AZUL', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '9', 'Provincia:', 'Alajuela', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,2500 cc,Manual,Todo Terreno 4x4,AZUL,NEGRO,Termina en 9,Alajuela
2012,Toyota,HILUX,3,"['HILUX', '•', '3', 'Pas.']", 9000000, 16822,Diesel,2500 cc,Manual,Pickup 4x2,BLANCO,GRIS,Termina en 8,San José
2005,Nissan,FRONTIER,5,"['FRONTIER', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,4000 cc,Manual,Pickup 4x4,GRIS,GRIS,Termina en 5,Alajuela
2018,Nissan,SENTRA,5,"['SENTRA', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1800 cc,Automática,Sedán,GRIS,NEGRO,Termina en 3,San José
2013,Hyundai,TUCSON,5,"['TUCSON', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,ND,Alajuela
2013,Audi,A5,4,"['A5', '•', '4', 'Pas.']", 9000000, 16822,Gasolina,1800 cc,Automática,Sedán,AZUL,BEIGE,Termina en 5,Heredia
2003,Toyota,4RUNNER,5,"['4RUNNER', '•', '5', 'Pas.']", 9000000, 16822,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 3,Alajuela
2021,Hyundai,GRAND I10,5,"['GRAND', 'I10', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1200 cc,Automática,Sedán,AZUL,GRIS CON NEGRO,Termina en 9,San José
2007,Isuzu,DMAX,5,"['DMAX', '•', '5', 'Pas.']", 9000000, 16822,Diesel,2500 cc,Manual,Pickup 4x4,GRIS,NEGRO,Termina en 5,Alajuela
2017,Toyota,AVANZA,7,"['AVANZA', '•', '7', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Automática,Station Wagon,BLANCO,BEIGE,Termina en 2,San José
2014,Mitsubishi,OUTLANDER SPORT,5,"['OUTLANDER', 'SPORT', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2000 cc,Automática,Todo Terreno 4x4,GIRS,NEGRO,Termina en I,Cartago
2018,Toyota,RUSH,5,"['RUSH', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1500 cc,Manual,Todo Terreno 4x4,BLANCO,GRIS,Termina en 5,Alajuela
2019,Toyota,"YARIS • 5 Pas. Combustible: Gasolina Cilindrada: 1500 cc Transmisión: Automática Estilo: Sedán SE RECIBE VEHICULO MENOR VALOR IMPECABLE TODO AL DIA GARANTIA X ESCRITO Color Exterior: PLATEADO Color Interior: NEGRO Placa: ND Provincia: Heredia ¢ 9,000,000 ($",Ver,"['YARIS', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1500', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Sedán', 'SE', 'RECIBE', 'VEHICULO', 'MENOR', 'VALOR', 'IMPECABLE', 'TODO', 'AL', 'DIA', 'GARANTIA', 'X', 'ESCRITO', 'Color', 'Exterior:', 'PLATEADO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'ND', 'Provincia:', 'Heredia', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,1500 cc,Automática,Sedán,PLATEADO,NEGRO,ND,Heredia
2021,Chery,"TIGGO 2 • 5 Pas. Combustible: Gasolina Cilindrada: 1500 cc Transmisión: Automática Estilo: Todo Terreno 4x2 Color Exterior: GRIS Color Interior: NEGRO Placa: Termina en 6 Provincia: San José ¢ 9,000,000 ($",Ver,"['TIGGO', '2', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1500', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Todo', 'Terreno', '4x2', 'Color', 'Exterior:', 'GRIS', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '6', 'Provincia:', 'San', 'José', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,1500 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 6,San José
2018,Hyundai,"CRETA • 5 Pas. Combustible: Gasolina Cilindrada: 1800 cc Transmisión: Manual Estilo: Todo Terreno 4x2 Color Exterior: BLANCO Color Interior: NEGRO Placa: Termina en Provincia: Heredia ¢ 9,000,000 ($",Ver,"['CRETA', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1800', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Todo', 'Terreno', '4x2', 'Color', 'Exterior:', 'BLANCO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', 'Provincia:', 'Heredia', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,1800 cc,Manual,Todo Terreno 4x2,BLANCO,NEGRO,Termina en,Heredia
2012,BMW,"118I SPORT • 5 Pas. Combustible: Gasolina Cilindrada: 1600 cc Transmisión: Automática Estilo: Hatchback Modelo Sport twin turbo con cuatro modos de manejo. Llantas y fibras nuevas. Mantenimiento al día. Color Exterior: ROJO Color Interior: NEGRO Placa: Termina en 2 Provincia: Cartago ¢ 9,000,000 ($",Ver,"['118I', 'SPORT', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1600', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Hatchback', 'Modelo', 'Sport', 'twin', 'turbo', 'con', 'cuatro', 'modos', 'de', 'manejo.', 'Llantas', 'y', 'fibras', 'nuevas.', 'Mantenimiento', 'al', 'día.', 'Color', 'Exterior:', 'ROJO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '2', 'Provincia:', 'Cartago', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,1600 cc,Automática,Hatchback,ROJO,NEGRO,Termina en 2,Cartago
2017,Jeep,"COMPASS • 5 Pas. Combustible: Gasolina Cilindrada: 2000 cc Transmisión: Automática Estilo: Todo Terreno 4x2 Compass Latitude Color Exterior: GRIS Color Interior: NEGRO Placa: Termina en 9 Provincia: San José ¢ 9,000,000 ($",Ver,"['COMPASS', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '2000', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Todo', 'Terreno', '4x2', 'Compass', 'Latitude', 'Color', 'Exterior:', 'GRIS', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '9', 'Provincia:', 'San', 'José', '¢', '9,000,000', '($', '16,822)*', 'Ver', 'Detalles']", 9000000, 16822,Gasolina,2000 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 9,San José
2007,Toyota,HILUX,3,"['HILUX', '•', '3', 'Pas.']", 9000000, 16822,Diesel,2500 cc,Manual,Pickup 4x2,GRIS,BEIGE,Termina en 0,Guanacaste
2017,Hyundai,AVANTE,5,"['AVANTE', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1600 cc,Automática,Sedán,GRIS,NEGRO,Termina en 6,San José
2019,Suzuki,SWIFT,5,"['SWIFT', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1200 cc,Manual,Hatchback,NEGRO-GRIS,GRIS,Termina en 4,San José
2011,Toyota,RAV4 SPORT,5,"['RAV4', 'SPORT', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2400 cc,Manual,Todo Terreno 4x2,NEGRO,GRIS NEGRO,Termina en 3,Heredia
2013,Ford,EDGE,5,"['EDGE', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,3000 cc,Automática,Todo Terreno 4x4,BIGE,NEGRO,Termina en 0,Heredia
2017,Citroen,DS4,5,"['DS4', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1600 cc,Automática,Hatchback,BLANCO,NEGRO,Termina en 2,Heredia
2016,Suzuki,GRAND VITARA,5,"['GRAND', 'VITARA', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2400 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 0,Alajuela
2017,Suzuki,JIMNY,4,"['JIMNY', '•', '4', 'Pas.']", 9000000, 16822,Gasolina,1300 cc,Manual,Todo Terreno 4x4,GRIS,NEGRO,Termina en 0,San José
2008,Kia,BONGO III,5,"['BONGO', 'III', '•', '5', 'Pas.']", 9000000, 16822,Diesel,3000 cc,Manual,Pickup 4x4,BLANCO,GRIS,Termina en 8,Heredia
2012,Toyota,RAV4,5,"['RAV4', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,2400 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 8,Cartago
2016,Hyundai,"CRETA GL • 5 Pas. Combustible: Gasolina Cilindrada: 1600 cc Transmisión: Manual Estilo: Todo Terreno 4x2 Nacional,Motor 1.6L,4x2,T/M 6 velocidades, económico, muy pocos km.Compare. Color Exterior: NEGRO Color Interior: NEGRO Placa: ND Provincia: Heredia $ 16,900 (¢",Ver,"['CRETA', 'GL', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1600', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Todo', 'Terreno', '4x2', 'Nacional,Motor', '1.6L,4x2,T/M', '6', 'velocidades,', 'económico,', 'muy', 'pocos', 'km.Compare.', 'Color', 'Exterior:', 'NEGRO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'ND', 'Provincia:', 'Heredia', '$', '16,900', '(¢', '9,041,500)*', 'Ver', 'Detalles']",$ 16900,¢ 9041500,Gasolina,1600 cc,Manual,Todo Terreno 4x2,NEGRO,NEGRO,ND,Heredia
2014,BMW,"116 • 5 Pas. Combustible: Gasolina Cilindrada: 1600 cc Transmisión: Manual Estilo: Hatchback AROS DE LUJO CAMARA DE RETROSESO ,IMPECABLE ,RECIBO FINANCIO Color Exterior: NEGRO Color Interior: NEGRO Placa: Termina en 0 Provincia: San José $ 16,990 (¢",Ver,"['116', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1600', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Hatchback', 'AROS', 'DE', 'LUJO', 'CAMARA', 'DE', 'RETROSESO', ',IMPECABLE', ',RECIBO', 'FINANCIO', 'Color', 'Exterior:', 'NEGRO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '0', 'Provincia:', 'San', 'José', '$', '16,990', '(¢', '9,089,650)*', 'Ver', 'Detalles']",$ 16990,¢ 9089650,Gasolina,1600 cc,Manual,Hatchback,NEGRO,NEGRO,Termina en 0,San José
2017,Changan,"CS75 • 5 Pas. Combustible: Gasolina Cilindrada: 1800 cc Transmisión: Automática Estilo: Todo Terreno 4x2 PRECIO EN DOLARES. ENGLISH SPOKEN, IG: ZMOTORSCR FB: Z MOTORS. Contáctenos x WhatsApp. Color Exterior: BEIGE Color Interior: CUERO Placa: Termina en 6 Provincia: Heredia $ 17,000 (¢",Ver,"['CS75', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1800', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Todo', 'Terreno', '4x2', 'PRECIO', 'EN', 'DOLARES.', 'ENGLISH', 'SPOKEN,', 'IG:', 'ZMOTORSCR', 'FB:', 'Z', 'MOTORS.', 'Contáctenos', 'x', 'WhatsApp.', 'Color', 'Exterior:', 'BEIGE', 'Color', 'Interior:', 'CUERO', 'Placa:', 'Termina', 'en', '6', 'Provincia:', 'Heredia', '$', '17,000', '(¢', '9,095,000)*', 'Ver', 'Detalles']",$ 17000,¢ 9095000,Gasolina,1800 cc,Automática,Todo Terreno 4x2,BEIGE,CUERO,Termina en 6,Heredia
2013,BMW,114I,5,"['114I', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1600 cc,Manual,Hatchback,AZUL,NEGRO,Termina en 5,Cartago
2017,Hyundai,CRETA GLS,5,"['CRETA', 'GLS', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1600 cc,Automática,Todo Terreno 4x2,NEGRO,GRIS,Termina en 2,Guanacaste
2013,Kia,SORENTO,7,"['SORENTO', '•', '7', 'Pas.']", 9000000, 16822,Gasolina,2350 cc,Automática,Todo Terreno 4x4,ROJO,NEGRA,Termina en 1,Puntarenas
2018,Chevrolet,TRAX,5,"['TRAX', '•', '5', 'Pas.']", 9000000, 16822,Gasolina,1400 cc,Automática,Todo Terreno 4x2,NEGRO,NEGRO,Termina en 5,Heredia
2014,Toyota,HILUX,3,"['HILUX', '•', '3', 'Pas.']",$ 16850,¢ 9014750,Diesel,2500 cc,Manual,Pickup 4x2,BLANCO,GRIS,Termina en 0,Heredia
